순번,학원 및 교습소명,주소
2815,성동미래엔수학교습소,대구광역시 수성구 청수로35길 115  3층 1호 (황금동)
2816,메타과학교습소,대구광역시 수성구 달구벌대로 2616-5  2층 일부 (만촌동)
2817,해법영어교습소,대구광역시 수성구 욱수천로 7  상가 101동 1층 104호 (욱수동 시지5차 태왕하이츠)
2818,짱쌤영어교습소,대구광역시 수성구 지범로 181  208호 (지산동)
2819,강수신코어수학교습소,대구광역시 수성구 신매로4길 4-14  1층 일부 (신매동)
2820,민경혁수학교습소,대구광역시 수성구 동대구로 300  상가 401동 211호 (범어동 범어 롯데캐슬)
2821,정영어교습소,대구광역시 수성구 달구벌대로496길 9  2층 (범어동)
2822,김기범영어교습소,대구광역시 수성구 청수로 192  4층 전체 (지산동)
2823,소리엘음악교습소,대구광역시 수성구 상록로 41  상가 301동 201호 (범어동 범어태왕아너스)
2824,라즈앤영어교습소,대구광역시 동구 과학로17길 12  1층 101호 (각산동)
2825,강남티제이영어교습소,대구광역시 수성구 범어로 74  2층 전체 (범어동)
2826,손형정프랑스어교습소,대구광역시 중구 공평로8길 58  2층 전체 (삼덕동2가)
2827,최성아수학교습소,대구광역시 수성구 범어로20길 66  4층 전체 (범어동)
2828,솔라음악교습소,대구광역시 동구 과학로17길 1  1층 일부(각산동)
2829,수학의혁명수학교습소,대구광역시 수성구 범어로 62  3층 (범어동)
2830,임현주성악교습소,대구광역시 수성구 청솔로 118  3층 전체 (범어동)
2831,위드유영어교습소,대구광역시 수성구 들안로73길 50-7  201동 202호 (수성동4가 수성대림 e-편한세상)
2832,한우리독서토론논술교습소,대구광역시 수성구 노변공원로 34  상가 112동 2층 3호 일부 (시지동 노변다숲)
2833,스마트해법영어황금엘리트영어교습소,대구광역시 수성구 들안로28길 25  1층 일부 (황금동)
2834,라온미술교습소,대구광역시 수성구 청수로 235  종합상가동 3층 309호 (황금동 캐슬골드파크 2단지)
2835,한우리독서토론논술교습소,대구광역시 수성구 천을로 35  103동 202호(시지동시지미래하이츠)
2836,쎈영어교습소,대구광역시 수성구 범어로20길 21  2층 (범어동)
2837,카보드수학교습소,대구광역시 수성구 명덕로 496  2층 (범어동)
2838,정쌤수학교습소,대구광역시 동구 메디밸리로8길 3-2  1층 상가 일부 (사복동)
2839,에스에이수학교습소,대구광역시 수성구 청수로 214  상가동 301호 (황금동 캐슬골드파크5단지)
2840,미생국어교습소,대구광역시 수성구 범어로18길 94  1층 전체 (범어동)
2841,디원영어교습소,대구광역시 수성구 달구벌대로649길 6  1층 일부 (신매동)
2842,삼성영어셀레나만촌대청영어교습소,대구광역시 수성구 달구벌대로530길 115 201호(만촌동)
2843,그림그리고싶은날미술교습소,대구광역시 동구 반야월북로 160  3층 일부 (각산동)
2844,에스마테슐레수학교습소,대구광역시 수성구 청수로 235  종합상가동 2층 213-1호 (황금동 캐슬골드파크 2단지)
2845,인아트리미술교습소,대구광역시 수성구 천을로 200  1층 일부 (매호동)
2846,3030영어교습소,대구광역시 수성구 달구벌대로650길 29  상가112동 101호 (신매동 신화빌라트)
2847,예인셈수학교습소,대구광역시 수성구 청수로35길 109  2층 (황금동)
2848,뮤엠영어교습소,대구광역시 중구 봉산문화2길 12  1층 일부 (봉산동)
2849,최수학교습소,대구광역시 수성구 청수로 261  4단지상가동 2층 212호 (황금동 캐슬골드파크 4단지)
2850,뮤엠영어교습소,대구광역시 동구 신암로16길 17  상가 113동 2층 2호 (신천동 가람타운)
2851,SM수학교습소,대구광역시 동구 신암로16길 17  상가 113동 2층 1호 (신천동 가람타운)
2852,차오름수학교습소,대구광역시 동구 신암남로 50  상가동 201호 (신암동 신암건영캐스빌)
2853,공터영어교습소,대구광역시 수성구 청수로 235  종합상가동 3층 314-2호 (황금동 캐슬골드파크 2단지)
2854,헤라클래스영어교습소,대구광역시 동구 팔공로51길 33  이스트애플 2층 A-201호 (봉무동)
2855,심쌤국어교습소,대구광역시 수성구 지범로39길 21-7  2층 일부 (범물동)
2856,아리엘발레교습소,대구광역시 수성구 범어천로 21  3층 (황금동)
2857,리딩히스토리독서논술교습소,대구광역시 중구 달구벌대로 1955  상가 301동 305호 (대신동 대신센트럴자이)
2858,맘수학교습소,대구광역시 수성구 범어로16길 22 1층 일부(범어동)
2859,썬수학교습소,대구광역시 동구 동촌로 100  401동 402호 (검사동 동촌역 태왕아너스 르네상스)
2860,리드인테라피독서교습소 ,대구광역시 수성구 청수로 235  상가 304-1호 (황금동 캐슬골드파크 2단지)
2861,아트톡아트미술교습소,대구광역시 동구 율하동로24길 75  1층 (서호동)
2862,박소윤수학교습소,대구광역시 수성구 달구벌대로492길 48  3층 (범어동)
2863,그리다미술교습소,대구광역시 수성구 교학로12길 3  1층 일부 (만촌동)
2864,비앤제이스터디과학교습소,대구광역시 수성구 달구벌대로504길 42-1  2층 일부(203호) (범어동)
2865,비앤제이스터디영어교습소,대구광역시 수성구 달구벌대로504길 42-1  2층 일부(202호) (범어동)
2866,뮤엠영어뮤엠전원영어교습소,대구광역시 수성구 달구벌대로618길 18  1층 일부 (시지동)
2867,사생결단국어교습소,대구광역시 수성구 청호로94길 5  1층 일부 (만촌동)
2868,소리향가야금교습소,대구광역시 수성구 달구벌대로645길 11  4층 402호 (신매동)
2869,아이뮤즈피아노교습소,대구광역시 수성구 지범로17길 3-11  2층 (지산동)
2870,카이로스수학교습소,대구광역시 수성구 고산로 123  1-14동 2층3호(매호동하나타운)
2871,샤갈의아뜰리에미술교습소,대구광역시 동구 안심로49길 79  1층 (서호동)
2872,한솔김주희수학교습소,대구광역시 수성구 청호로 411  2층 일부 (범어동)
2873,아이오영어교습소,대구광역시 동구 국채보상로171길 14  1층 (신천동)
2874,과학의신과학교습소,대구광역시 수성구 달구벌대로496길 19-8 3층(범어동)
2875,도도바이올린음악교습소,대구광역시 수성구 명덕로75길 34 (수성동1가)
2876,예담미술교습소,대구광역시 동구 동부로 26  상가동 308호 (신천동 신천역센트럴리버파크)
2877,플랜비영어교습소,대구광역시 수성구 신매로 30-1  2층 (신매동)
2878,꿈꾸는미술관미술교습소,대구광역시 수성구 수성로69길 70  상가 2동 202호 (수성동1가 수성롯데캐슬더퍼스트1단지)
2879,황희영어교습소,대구광역시 수성구 범어로18길 13 4층(범어동)
2880,쏠피아노음악교습소,대구광역시 중구 달구벌대로 1955  상가 302동 203호 (대신동 대신센트럴자이)
2881,써니쌤바른영어교습소,대구광역시 수성구 달구벌대로 3094 (시지동)
2882,에피쏘드아트미술교습소,대구광역시 수성구 노변공원로 34  상가 2층 (시지동 노변다숲아파트)
2883,네오젠수학교습소,대구광역시 수성구 지범로22길 23  상가 1층 (지산동 지산협화맨션)
2884,몽키챌린지대신점미술교습소,대구광역시 중구 달구벌대로 1955  상가 301동 304호 (대신동 대신센트럴자이)
2885,로보티즈키즈랩만촌로봇과학교습소,대구광역시 수성구 교학로11길 73  3층 301호 (만촌동)
2886,윤쌤영어교습소,대구광역시 동구 팔공로101길 55  상가 2층 (지묘동 팔공2차보성아파트)
2887,서유당해법국어논술교습소,대구광역시 수성구 달구벌대로647길 16  401동 203호(신매동시지태왕하이츠)
2888,뮤직스토리음악교습소,대구광역시 동구 팔공로101길 55   상가2층 (지묘동 팔공2차보성아파트)
2889,제이제이(JJ)수학교습소,대구광역시 수성구 신매로8길 2-7  1층 (신매동)
2890,탄탄수학교습소,대구광역시 동구 동부로34길 51  1층 (신천동)
2891,루나쌤스페인어교습소,대구광역시 중구 이천로 229-7  2층 (봉산동)
2892,새론음악교습소,대구광역시 동구 과학로13길 14  101호 (각산동 리치하우스)
2893,영의정영어교습소,대구광역시 수성구 달구벌대로 2580  (만촌동) 3층 (만촌동)
2894,굿쌤수학교습소,대구광역시 수성구 달구벌대로 2616-5  2층 (만촌동)
2895,동구최상위수학교습소,대구광역시 동구 해동로8길 66  1층 (불로동)
2896,문쌤수학교습소,대구광역시 동구 안심로49길 75  2층 (서호동)
2897,휴포레이시아점뮤엠영어교습소,대구광역시 동구 팔공로 260  (봉무동 협성휴포레이시아폴리스) 2층 206호 (봉무동 협성휴포레 이시아폴리스)
2898,더베스트영어교습소,대구광역시 동구 팔공로 260  2층 201호 (봉무동 협성휴포레 이시아폴리스)
2899,에이펙스영어교습소,대구광역시 수성구 천을로 115  1층 일부 (매호동)
2900,생각을더하는플러스수학교습소,대구광역시 수성구 범어로18길 39  2층 (범어동)
2901,사월화성파크점뮤엠영어교습소,대구광역시 수성구 달구벌대로 3304  상가 111동 1호(신매동사월화성파크드림)
2902,빛그림미술교습소,대구광역시 수성구 달구벌대로650길 85-6  1층 (욱수동)
2903,지나피아노교습소,대구광역시 수성구 범안로8길 37  1층 (범물동)
2904,아승국어논술교습소,대구광역시 수성구 수성로 185  상가 201동 218호(중동수성 골드클래스 더 센텀)
2905,프로젝트잉글리시영어교습소,대구광역시 수성구 달구벌대로504길 50 (범어동)
2906,더피아노교습소,대구광역시 동구 동촌로 100  상가4층 403호 (검사동 태왕아너스 르네상스)
2907,쓴수학교습소,대구광역시 중구 남산로 49 (남산동)
2908,위트니영어교습소,대구광역시 중구 남산로 55  3층 (남산동)
2909,혜안수학교습소,대구광역시 중구 남산로7길 7  상가2층 302동 205호 (남산동 남산역 화성파크드림)
2910,남산안단테피아노교습소,대구광역시 중구 남산로7길 7  상가2층 301동 202호 (남산동 남산역화성파크드림아파트)
2911,유쾌한과학교습소,대구광역시 수성구 청호로85길 9  2층 일부 (범어동)
2912,통쾌한수학교습소,대구광역시 수성구 청호로85길 9  2층 일부 (범어동)
2913,윔블던영어교습소,대구광역시 수성구 달구벌대로492길 42  2층 (범어동)
2914,이철과학교습소,대구광역시 수성구 범어로 75  2층 (범어동 범어에스케이뷰아파트1단지)
2915,JB영어교습소,대구광역시 수성구 청호로 422 102동 103호(범어동우방청솔맨션)
2916,아이들의우주미술교습소,대구광역시 수성구 청솔로 127  1층 (수성동3가)
2917,안쌤영재교육원과학교습소,대구광역시 수성구 청수로 235  캐슬골드파크종합상가 303호 좌측 일부(황금동캐슬골드파크 2단지)
2918,상상그리다미술교습소,대구광역시 동구 동북로 500  상가1층 601동 110호 우측 (효목동 태왕메트로시티)
2919,예스김쌤수학교습소,대구광역시 수성구 지범로22길 9  상가1응 103호 (지산동 지산한라타운)
2920,글힘국어교습소,대구광역시 수성구 신매로4길 1  1층 (신매동)
2921,권순용영어교습소,대구광역시 수성구 달구벌대로504길 41  상가1층 103호 (범어동)
2922,삼성영어신암1교실영어교습소,대구광역시 동구 아양로39길 47  1층 (신암동)
2923,조은수학교습소,대구광역시 동구 국채보상로159길 41  상가109동 202호 (신천동 우방푸른타운)
2924,커다란숲피아노교습소,대구광역시 수성구 공경로 70  상가1층 103호 (만촌동 만촌보성타운아파트)
2925,김선독논국어교습소,대구광역시 수성구 수성로 393  1층상가 216호 (수성동4가 수성하이츠)
2926,성쌤국어교습소,대구광역시 수성구 지범로39길 11-6  2층 (범물동)
2927,발칙한수학교습소,대구광역시 수성구 신매로6길 2-6  101호 (신매동)
2928,이룸황금점수학교습소,대구광역시 수성구 청수로 213  상가동 303호(황금동캐슬골드파크1단지)
2929,더잉글리쉬리딩영어교습소,대구광역시 수성구 달구벌대로458길 61  2층 (수성동1가)
2930,리드온영어교습소,대구광역시 중구 재마루길 112-8  1층 (남산동)
2931,하이스터디논술국어교습소,대구광역시 수성구 효행로 40  1층 (만촌동)
2932,하이스터디영어교습소,대구광역시 수성구 효행로 40  1층 (만촌동)
2933,하이스터디수학교습소,대구광역시 수성구 효행로 40  1층 일부 (만촌동)
2934,일프로수학교습소,대구광역시 수성구 명덕로 455  상가101동 306호 (수성동3가 수성3가롯데캐슬아파트)
2935,다온피아노교습소,대구광역시 수성구 지범로39길 56  상가동101호 (범물동 범물보성타운)
2936,이쌤영어교습소,대구광역시 수성구 시지로 55  상가1동 2층 207호 (시지동 노변타운)
2937,호크마영어교습소,대구광역시 수성구 달구벌대로617길 5-1  201호 (시지동)
2938,김민과학교습소,대구광역시 수성구 달구벌대로 2491-2  2층 (범어동)
2939,맥국어교습소,대구광역시 수성구 범어로16길 6-9  1층 (범어동)
2940,상택과학교습소,대구광역시 수성구 달구벌대로 2491-2  2층 (범어동)
2941,한솔과학교습소,대구광역시 수성구 청호로 411  2층 (범어동)
2942,아르케수학교습소,대구광역시 수성구 달구벌대로504길 41  104동 (범어동)
2943,동대구독서교습소,대구광역시 동구 아양로8길 25  1층 (신암동)
2944,삼성영어셀레나남산점영어교습소,대구광역시 중구 남산로7길 7  상가 302동 201호 (남산동 남산역화성파크드림아파트)
2945,펩영어교습소,대구광역시 수성구 신매로4길 4-6  1층 (신매동)
2946,소담사회역사교습소,대구광역시 수성구 달구벌대로504길 41  101동 (범어동)
2947,더맥고등전문국어교습소,대구광역시 수성구 범어로16길 6-9  1층 일부 (범어동)
2948,신국어영역국어교습소,대구광역시 수성구 달구벌대로 2455  2층 일부 (범어동)
2949,라온글국어교습소,대구광역시 수성구 동대구로 240  114동 204호 (범어동 범어청구 푸른마을)
2950,최재형과학교습소,대구광역시 수성구 범어로16길 34  2층 (범어동)
2951,빨간펜수학의달인수성만촌점수학교습소,대구광역시 수성구 교학로11길 39  4층 (만촌동)
2952,숲수학교습소,대구광역시 수성구 동대구로 376  상가 211호 (범어동 범어숲 화성파크드림S)
2953,수성점진수학교습소,대구광역시 수성구 수성로 393  213호 일부 (수성동4가 수성하이츠)
2954,더채움영어교습소,대구광역시 동구 율하서로 24  301호 (율하동 거송빌딩)
2955,놀작플레이미술교습소,대구광역시 중구 달구벌대로 1955  상가 302동 202호 (대신동 대신센트럴자이)
2956,엠톡수학교습소,대구광역시 동구 신암남로 20  2층 (신암동)
2957,초등엠톡수학교습소,대구광역시 동구 신암남로 20  2층 일부 (신암동)
2958,율하한빛국어논술교습소,대구광역시 동구 율하서로 24  301호 (율하동 거송빌딩)
2959,탑(TOP)영어교습소,대구광역시 수성구 달구벌대로522길 33  상가동 204호 (만촌동 수성2차 e 편한세상아파트)
2960,박이도국어교습소,대구광역시 수성구 청수로 261  상가220호 (황금동 캐슬골드파크 4단지)
2961,핵심영어교습소,대구광역시 수성구 청수로 261  상가 218호 (황금동 캐슬골드파크 4단지)
2962,신사이언스과학교습소,대구광역시 수성구 달구벌대로 3304-1  210동 13호(신매동사월화성파크드림 2단지)
2963,잉글리쉬스튜디오101(ENGLISH STUDIO 101)영어교습소,대구광역시 수성구 범어천로 60-7  1층 일부 (범어동)
2964,킨더라움교구수학교습소,대구광역시 동구 율하서로 59  203동 (율하동 율하휴먼시아5단지)
2965,범어경동영어교습소,대구광역시 수성구 청호로 418  상가 302동  105호 (범어동 빌리브범어)
2966,핀셋수학교습소,대구광역시 수성구 수성로 393  상가동 223호 (수성동4가 수성하이츠)
2967,웨이드수학교습소,대구광역시 중구 달구벌대로393길 10  2층 일부 (대신동)
2968,이플러스영어교습소,대구광역시 수성구 지범로 181  203호 (지산동)
2969,알사탐사회교습소,대구광역시 수성구 달구벌대로504길 32  2층 (범어동)
2970,제트국어교습소,대구광역시 동구 동호로 62  201호 (동호동)
2971,수학의힘수학교습소,대구광역시 수성구 무학로31길 70  1층 일부 (지산동)
2972,벨라피아노교습소,대구광역시 동구 안심로90길 12  2층 (괴전동)
2973,화가선생님미술교습소,대구광역시 중구 남산로4길 58-10  1층 (남산동)
2974,달콤미술교습소,대구광역시 동구 송라로10길 40  1층 (신천동)
2975,정성곤과학교습소,대구광역시 수성구 수성로 346  2층 일부 (수성동2가)
2976,수성데카르트수학교습소,대구광역시 수성구 수성로 346  2층 일부 (수성동2가)
2977,케이(K)디베이트코칭센타국어논술교습소,대구광역시 수성구 신매로4길 4-9  1층 (신매동)
2978,책나무상동독서교습소,대구광역시 수성구 상화로4길 26  2층 (상동)
2979,책나무율하독서교습소,대구광역시 동구 율하동로 52  3층 일부 (율하동)
2980,꽃보다그림미술교습소,대구광역시 수성구 달구벌대로669길 40  1층 일부 (사월동)
2981,수매쓰수학교습소,대구광역시 수성구 들안로 360  306호 일부(좌측) (수성동4가 수성 태영 데시앙)
2982,한우리강동독서토론논술교습소,대구광역시 동구 동호로9길 12  1층 왼쪽 (신서동)
2983,강쌤's오답수학교습소,대구광역시 수성구 교학로 13 상가 204호(만촌동만촌3차 화성파크드림)
2984,오피티(OPT)영어교습소,대구광역시 수성구 동원로 150  3층 일부 (만촌동)
2985,실전수학교습소,대구광역시 수성구 청호로 418  상가 302동 101호 (범어동 빌리브범어)
2986,아스틴아뜰리에(AstinAtelier)미술교습소,대구광역시 동구 동촌로 100  태왕아너스 르네상스 상가 401동 204호 (검사동 태왕아너스 르네상스)
2987,꿈그리다미술교습소,대구광역시 수성구 신매로4길 7  1층 일부 (신매동)
2988,인더기타음악교습소,대구광역시 수성구 들안로 398  3층 (범어동)
2989,채움영어교습소,대구광역시 수성구 동대구로55길 11  상가 202호 (범어동 범어라온프라이빗)
2990,임박사영어교습소,대구광역시 수성구 범어로19길 37  2층 (범어동)
2991,하이수학교습소,대구광역시 수성구 교학로4길 16  202호 (만촌동)
2992,매쓰아카데미수학교습소,대구광역시 수성구 공경로 34  1층 (만촌동)
2993,김규나피아노교습소,대구광역시 동구 팔공로53길 10  상가 102호 (봉무동 이시아폴리스 더샵 1차)
2994,경대수학교습소,대구광역시 수성구 욱수천로 55  301동 105호 (욱수동 보국 웰리치아파트)
2995,남산스카이영어교습소,대구광역시 중구 남산로7길 7  303동 201호 (남산동 남산역화성파크드림아파트)
2996,동환수학교습소,대구광역시 수성구 신매로 94  2층 (신매동)
2997,이수아과학교습소,대구광역시 수성구 청호로96길 4  2층 (만촌동)
2998,곽샘영어교습소,대구광역시 수성구 달구벌대로 3092-2  2층 (시지동)
2999,율아트미술교습소,대구광역시 중구 달구벌대로 1943  상가 305호 (대신동 대신e편한세상)
3000,고대국어교습소,대구광역시 수성구 범어로20길 2  3층 (범어동)
3001,더과학교습소,대구광역시 수성구 지범로39길 11-5  301호 (범물동)
3002,모리터국악교습소,대구광역시 중구 명륜로 103-1 (남산동)
3003,수만수학교습소,대구광역시 수성구 달구벌대로496길 21-13  2층 (범어동)
3004,메타영어교습소,대구광역시 수성구 범어로20길 37  2층 (범어동)
3005,그림아트스튜디오대구범물원미술교습소,대구광역시 수성구 지범로 203  3층 (범물동)
3006,와이비(YB)고등수학교습소,대구광역시 수성구 범어로20길 34  1층 (범어동)
3007,아이(i)스콜라영어교습소,대구광역시 동구 신암로18길 12-3  2층 (신천동)
3008,라이라이수성중국어교습소,대구광역시 수성구 청호로 496  4층 (만촌동)
3009,수플랜수학교습소,대구광역시 수성구 동원로 110  상가 204호 (만촌동 메트로팔레스3단지)
3010,엘아트(L.ART)미술교습소,대구광역시 수성구 수성로 71  상가1동 A201호 (상동 수성동일하이빌레이크시티아파트)
3011,남산스카이수학교습소,대구광역시 중구 남산로7길 7  상가 303동 202호 (남산동 남산역 화성파크드림)
3012,수성피아노스토리음악교습소,대구광역시 수성구 명덕로 455  상가 302호 (수성동3가 수성3가롯데캐슬아파트)
3013,예쁜소리엘음악교습소,대구광역시 동구 팔공로 489  상가 101호 (지묘동 팔공보성아파트)
3014,에바다음악교습소,대구광역시 동구 화랑로80길 8  상가 402호 (방촌동 우방강촌마을)
3015,그림둥이미술교습소,대구광역시 수성구 시지로 45  상가 2호 (시지동 전원타운)
3016,비상잉글리시아이대청스카이점영어교습소,대구광역시 수성구 교학로12길 39  1층 (만촌동)
3017,윤수학교습소,대구광역시 수성구 청수로 235  종합상가 3층 310-2호 (황금동 캐슬골드파크 2단지)
3018,더자람영어교습소,대구광역시 수성구 욱수천로 19  1층 일부 (욱수동)
3019,리얼매쓰수학교습소,대구광역시 수성구 범어천로 168  2층 일부 (범어동)
3020,쎈수학러닝센터새론수학교습소,대구광역시 동구 과학로13길 4  201호 (각산동)
3021,투혼교육수학교습소,대구광역시 수성구 달구벌대로 2522  3층 일부 (범어동)
3022,인스영어교습소,대구광역시 동구 경안로 824  상가 201호 (각산동 각산 푸르지오 1단지)
3023,정유담첼로교습소,대구광역시 수성구 동대구로 376  상가 106호 (범어동 범어숲 화성파크드림S)
3024,인터스텔라영어교습소,대구광역시 수성구 수성로69길 30  상가 3층일부 (수성동1가 수성롯데캐슬더퍼스트4단지)
3025,유문희국어교습소,대구광역시 수성구 청수로 214  상가 303호 (황금동 캐슬골드파크5단지)
3026,만촌원수학교습소,대구광역시 수성구 교학로 16  3층 (만촌동)
3027,책나무고산독서교습소,대구광역시 수성구 달구벌대로 3121  3층 (시지동)
3028,빈피아노음악교습소,대구광역시 수성구 교학로12길 17  1층 (만촌동)
3029,프라하첼로교습소,대구광역시 동구 팔공로51길 37  1층 일부 (봉무동)
3030,플레이팩토대신이편한수학교습소,대구광역시 중구 달구벌대로 1943  상가 309호 (대신동 대신e편한세상)
3031,명성수학교습소,대구광역시 수성구 청호로57길 16  3층 (황금동)
3032,힘쎈수학교습소,대구광역시 수성구 청수로 235  중앙상가동 314-5호 (황금동 캐슬골드파크 2단지)
3033,바이블수학교습소,대구광역시 수성구 신매로4길 4-3  1층 일부 (신매동)
3034,고산토브영어교습소,대구광역시 수성구 달구벌대로 3092  4층 (시지동)
3035,이준우영어교습소,대구광역시 수성구 범어로16길 8  3층 (범어동)
3036,뮤앤피아노음악교습소,대구광역시 수성구 용학로 272  상가B동 2층 3호 (범물동 범물창신태성한라맨션)
3037,스마트+영어교습소,대구광역시 수성구 청수로 235  종합상가 310-5호 (황금동 캐슬골드파크 2단지)
3038,그루터기독서교실독서교습소,대구광역시 동구 신암남로 65  1층 일부 (신암동)
3039,그리나미술교습소,대구광역시 수성구 노변공원로 47-1  1층 일부 (노변동)
3040,알파잉글리시(Alpha English)영어교습소,대구광역시 수성구 수성로 71  상가 A동 207 208호 (상동 수성동일하이빌레이크시티아파트)
3041,티에스(TS)영어교습소,대구광역시 수성구 교학로 13  상가 207호 (만촌동 만촌3차 화성파크드림)
3042,국어를논하다국어교습소,대구광역시 수성구 청호로88길 30  지하1층 (범어동)
3043,영어독서클럽대구새론초점영어교습소,대구광역시 동구 과학로13길 6-1 102호(각산동)
3044,부쿠의온라인진로교습소,대구광역시 수성구 달구벌대로 3224  4층 일부 (신매동)
3045,리드앤톡새론영어교습소,대구광역시 동구 과학로13길 4  5층 일부 (각산동)
3046,리샘수학교습소,대구광역시 중구 달구벌대로 1955  상가 301동 202호 (대신동 대신센트럴자이)
3047,메리잉글리시영어교습소,대구광역시 수성구 무학로29길 18  1층 (지산동)
3048,이(e)해법수학교습소,대구광역시 수성구 청수로 235  상가 304호 (황금동 캐슬골드파크 2단지)
3049,피에스(PS)과학교습소,대구광역시 수성구 달구벌대로645길 11  1동 503호 B우측 (신매동 신매동SNL메디타워)
3050,김지혜영어교습소,대구광역시 수성구 수성로 412  상가 119동 502호 (수성동4가 수성보성타운)
3051,오름영어교습소,대구광역시 수성구 달구벌대로492길 48  2층 (범어동)
3052,티엔씨국어교습소,대구광역시 수성구 교학로11길 73  2층 일부 (만촌동)
3053,서샘국어교습소,대구광역시 수성구 범어로20길 57 3층 (범어동)
3054,권성문영어교습소,대구광역시 수성구 범어로 58  3층 (범어동)
3055,퍼스트일등수학교습소,대구광역시 수성구 달구벌대로645길 11  502호 (신매동 신매동SNL메디타워)
3056,정민수학교습소,대구광역시 동구 율하동로 32  2층 일부 (율하동)
3057,더베스트(The Best)영어교습소,대구광역시 수성구 명덕로73길 60-8  2층 (수성동1가)
3058,이지숙수학교습소,대구광역시 수성구 청솔로 132  상가 2층 일부 (범어동 범어청구공작맨션)
3059,딱풀리는수학노변수학교습소,대구광역시 수성구 노변공원로7길 3  1층 일부 (시지동)
3060,링키영어신암점영어교습소,대구광역시 동구 송라로28길 19  3층 (신암동)
3061,라온제나피아노교습소,대구광역시 동구 경안로 822  상가 201호 (각산동 각산 푸르지오 2단지)
3062,피아노치는아이음악교습소,대구광역시 동구 동촌로42길 35-12  1층 일부 (방촌동)
3063,아트스타황금점미술교습소,대구광역시 수성구 청수로 235  종합상가동 215호 (황금동 캐슬골드파크 2단지)
3064,한혜윰국어교습소,대구광역시 수성구 청호로 405  6층 (범어동 윈스쿨학원)
3065,함쌤수학교습소,대구광역시 동구 동호로9길 45  103호 (신서동)
3066,재미솔솔창의팡팡미술교습소,대구광역시 동구 송라로28길 19  2층 (신암동)
3067,제이수학교습소,대구광역시 수성구 들안로32길 57  1층 일부 (황금동)
3068,수성프라임수학교습소,대구광역시 수성구 들안로28길 49  1층 일부 (황금동)
3069,모네의미술교습소,대구광역시 수성구 청솔로 115  4층 (수성동3가)
3070,수학아이수학교습소,대구광역시 수성구 청호로 318-3  3층 (황금동)
3071,아이파크음악교습소,대구광역시 수성구 파동로22길 15  상가 108호 (파동 수성 아이파크)
3072,책나무들안길점독서교습소,대구광역시 수성구 들안로20길 47  1층 일부 (두산동)
3073,버클리잉글리쉬스튜디오(Berkeley English Studio)영어교습소,대구광역시 동구 동호로 47  상가 204호 (동호동 상록아파트/상록아이투빌아파트)
3074,솔레뮤직스쿨음악교습소,대구광역시 수성구 수성로 393  상가동 119-1호 (수성동4가 수성하이츠)
3075,더밝은국어교습소,대구광역시 수성구 범어로20길 5  4층 (범어동)
3076,강쌤수학교습소,대구광역시 동구 아양로 218  상가 301동 204호 (효목동 진로이스트타운)
3077,김근식수학교습소,대구광역시 수성구 청호로 437  1층 (범어동)
3078,류쌤의수학교습소,대구광역시 동구 동촌로42길 1  2층 (방촌동)
3079,동호칸타빌레피아노교습소,대구광역시 동구 동호로9길 33  1층 일부 (신서동)
3080,섬그레이스수학교습소,대구광역시 수성구 달구벌대로649길 1  2층 (신매동)
3081,스마일아트미술교습소,대구광역시 수성구 청수로 235  종합상가동 207호 (황금동 캐슬골드파크 2단지)
3082,리치(Reach)영어교습소,대구광역시 수성구 달구벌대로504길 52  2층 (범어동)
3083,꿈꾸는양배추논술교습소,대구광역시 수성구 시지로 55  상가 1동 207호 (시지동 노변타운)
3084,이레플룻교습소,대구광역시 수성구 신매로 21  상가 105동 202호 일부 (신매동 시지보성서한타운아파트)
3085,이레바이올린교습소,대구광역시 수성구 신매로 21  상가 105동 202호 일부 (신매동 시지보성서한타운아파트)
3086,상위1%영어교습소,대구광역시 수성구 신매로4길 8-10  1층 (신매동)
3087,맥독서논술교습소,대구광역시 수성구 지범로39길 11-3  2층 일부 (범물동)
3088,토론하는아이들논술교습소,대구광역시 수성구 들안로78길 45  상가 401동 112호 (범어동 이편한세상범어)
3089,신세계수학교습소,대구광역시 수성구 명덕로 396  3층 일부 (수성동1가)
3090,신세계셀파수학교습소,대구광역시 수성구 명덕로 396  3층 일부 (수성동1가)
3091,남지수영어교습소,대구광역시 수성구 청솔로 137  5층 (수성동3가)
3092,이지수학교습소,대구광역시 동구 아양로39길 40  1층 (신암동)
3093,소리숲피아노음악교습소,대구광역시 수성구 청호로 418  상가 302동 107호 (범어동 빌리브범어)
3094,몽아트미술교습소,대구광역시 수성구 수성로 400  상가 304호 일부 (수성동4가 수성우방팔레스아파트)
3095,인클래식음악교습소,대구광역시 수성구 희망로24길 24  상가 201동 202호 (중동 수성 효성해링턴플레이스)
3096,최쌤굿영어교습소,대구광역시 수성구 달구벌대로647길 7  1층 111호 (신매동 신매동 올리브카운티)
3097,최박사수학교습소,대구광역시 수성구 동대구로 300  상가 401동 412호 (범어동 범어 롯데캐슬)
3098,더멘토수학교습소,대구광역시 수성구 만촌로 120  2층 일부 (만촌동)
3099,멜로디피아노음악교습소,대구광역시 수성구 천을로 42  1층 (시지동)
3100,에이투(A2)수학교습소,대구광역시 수성구 희망로24길 24  상가 201동 204호 (중동 수성 효성해링턴플레이스)
3101,임학수학교습소,대구광역시 수성구 범어천로 168  2층 일부 (범어동)
